Name,Handedness,Height,Average_Height,Weight,Average_Weight,Batting_Average,Home_Runs,BMI,Health_Condition
Gates Brown,Left,71,Below,220,Above,0.257,84,30.68042055,Obese
Joe Foy,Right,72,Below,215,Above,0.248,58,29.1560571,Obese
Willie Horton,Right,71,Below,209,Above,0.273,325,29.14639952,Obese
Greg Luzinski,Right,73,Below,220,Above,0.276,307,29.02233064,Obese
Darryl Motley,Right,69,Below,196,Above,0.243,44,28.94097879,Obese
John Ellis,Right,74,Above,225,Above,0.262,69,28.88513514,Obese
Mike Epstein,Left,75,Above,230,Above,0.244,130,28.74488889,Obese
Dave Lemanczyk,Right,76,Above,235,Above,0,0,28.60197368,Obese
Tony Solaita,Left,72,Below,210,Above,0.255,50,28.47800926,Obese
Tony Cloninger,Right,72,Below,210,Above,0.192,11,28.47800926,Obese
Gail Hopkins,Left,70,Below,198,Above,0.266,25,28.40693878,Obese
Don Leppert,Right,74,Above,220,Above,0.229,15,28.24324324,Obese
Boog Powell,Left,76,Above,230,Above,0.266,339,27.99342105,Obese
Mike Brumley,Left,70,Below,195,Above,0.229,5,27.97653061,Obese
Carlos May,Left,71,Below,200,Above,0.274,90,27.89129141,Obese
Jack Lazorko,Right,71,Below,200,Above,0,0,27.89129141,Obese
Alex Johnson,Right,72,Below,205,Above,0.288,78,27.79996142,Obese
Pat Putnam,Left,72,Below,205,Above,0.255,63,27.79996142,Obese
Mark Brouhard,Right,73,Below,210,Above,0.259,25,27.7031338,Obese
Burt Hooton,Right,73,Below,210,Above,0.123,4,27.7031338,Obese
Lamar Johnson,Right,74,Above,215,Above,0.287,64,27.60135135,Obese
Jeff Newman,Right,74,Above,215,Above,0.224,63,27.60135135,Obese
Ray Fosse,Right,74,Above,215,Above,0.256,61,27.60135135,Obese
Dave Nicholson,Right,74,Above,215,Above,0.212,61,27.60135135,Obese
Doc Edwards,Right,74,Above,215,Above,0.238,15,27.60135135,Obese
Mark Smith,Right,74,Above,215,Above,0,0,27.60135135,Obese
Ken Phelps,Left,73,Below,209,Above,0.239,123,27.57121411,Obese
Steve Garvey,Right,70,Below,192,Above,0.294,272,27.54612245,Obese
Willie Aikens,Left,75,Above,220,Above,0.271,110,27.49511111,Obese
Bruce Tanner,Left,75,Above,220,Above,0,0,27.49511111,Obese
Jim French,Left,68,Below,180,Below,0.196,5,27.36591696,Obese
Steve Renko,Right,77,Above,230,Above,0.215,6,27.27104065,Obese
Merv Rettenmund,Right,70,Below,190,Below,0.271,66,27.25918367,Obese
Buck Martinez,Right,70,Below,190,Below,0.225,58,27.25918367,Obese
Floyd Rayford,Right,70,Below,190,Below,0.244,38,27.25918367,Obese
Ed Ott,Left,70,Below,190,Below,0.259,33,27.25918367,Obese
Jim Fairey,Left,70,Below,190,Below,0.235,7,27.25918367,Obese
Bob Watson,Right,72,Below,201,Above,0.295,184,27.25752315,Obese
Joe Torre,Right,74,Above,212,Above,0.297,252,27.21621622,Obese
Tommie Agee,Right,71,Below,195,Above,0.255,130,27.19400913,Obese
Ed Kirkpatrick,Left,71,Below,195,Above,0.238,85,27.19400913,Obese
Doug Camilli,Right,71,Below,195,Above,0.199,18,27.19400913,Obese
Dave Frost,Right,78,Above,235,Above,0,0,27.15401052,Obese
Bryan Clutterbuck,Right,76,Above,223,Above,0,0,27.14144737,Obese
Ron LeFlore,Right,72,Below,200,Above,0.288,59,27.12191358,Obese
Ron Jackson,Right,72,Below,200,Above,0.259,56,27.12191358,Obese
Carmen Fanzone,Right,72,Below,200,Above,0.224,20,27.12191358,Obese
Dick Bertell,Right,72,Below,200,Above,0.25,10,27.12191358,Obese
Bill Fahey,Left,72,Below,200,Above,0.241,7,27.12191358,Obese
Carl Morton,Right,72,Below,200,Above,0.156,7,27.12191358,Obese
Ray Culp,Right,72,Below,200,Above,0.123,1,27.12191358,Obese
Bobby Valentine,Right,70,Below,189,Below,0.26,12,27.11571429,Obese
Bob Galasso,Left,73,Below,205,Above,0,0,27.04353537,Obese
Steve Hovley,Left,70,Below,188,Below,0.258,8,26.9722449,Overweight
Gorman Thomas,Right,74,Above,210,Above,0.225,268,26.95945946,Overweight
Wayne Gross,Left,74,Above,210,Above,0.233,121,26.95945946,Overweight
Bob Brenly,Right,74,Above,210,Above,0.247,91,26.95945946,Overweight
Rick Anderson,Right,74,Above,210,Above,0,0,26.95945946,Overweight
Terry Wilshusen,Right,74,Above,210,Above,0,0,26.95945946,Overweight
Ted Simmons,Both,71,Below,193,Above,0.285,248,26.91509621,Overweight
Stefan Wever,Right,80,Above,245,Above,0,0,26.91171875,Overweight
Steve Huntz,Both,73,Below,204,Above,0.206,16,26.91161569,Overweight
John Mayberry,Left,75,Above,215,Above,0.253,255,26.87022222,Overweight
Earl Williams,Right,75,Above,215,Above,0.247,138,26.87022222,Overweight
Charlie Spikes,Right,75,Above,215,Above,0.246,65,26.87022222,Overweight
Dave Roberts,Right,75,Above,215,Above,0.239,49,26.87022222,Overweight
John Orsino,Right,75,Above,215,Above,0.249,40,26.87022222,Overweight
Brant Alyea,Right,75,Above,215,Above,0.247,38,26.87022222,Overweight
George Vukovich,Left,72,Below,198,Above,0.268,27,26.85069444,Overweight
Bombo Rivera,Right,70,Below,187,Below,0.265,10,26.82877551,Overweight
Johnny Edwards,Left,76,Above,220,Above,0.242,81,26.77631579,Overweight
Willie Mueller,Right,76,Above,220,Above,0,0,26.77631579,Overweight
Pete Rose,Both,71,Below,192,Above,0.303,160,26.77563975,Overweight
Doug Rader,Right,74,Above,208,Above,0.251,155,26.7027027,Overweight
Dave May,Left,70,Below,186,Below,0.251,96,26.68530612,Overweight
Dave Hilton,Right,71,Below,191,Above,0.213,6,26.6361833,Overweight
Walt Williams,Right,66,Below,165,Below,0.27,33,26.62878788,Overweight
Leron Lee,Left,72,Below,196,Above,0.25,31,26.57947531,Overweight
Jerry Turner,Left,69,Below,180,Below,0.257,45,26.57844991,Overweight
Ron Cey,Right,70,Below,185,Below,0.261,316,26.54183673,Overweight
Rich Rollins,Right,70,Below,185,Below,0.269,77,26.54183673,Overweight
Jerry Grote,Right,70,Below,185,Below,0.252,39,26.54183673,Overweight
Vic Correll,Right,70,Below,185,Below,0.229,29,26.54183673,Overweight
Norm Miller,Left,70,Below,185,Below,0.238,24,26.54183673,Overweight
Chuck Harrison,Right,70,Below,185,Below,0.238,17,26.54183673,Overweight
Steve Nicosia,Right,70,Below,185,Below,0.248,11,26.54183673,Overweight
Tom Egan,Right,76,Above,218,Above,0.2,22,26.53289474,Overweight
Thurman Munson,Right,71,Below,190,Below,0.292,113,26.49672684,Overweight
Skip Jutze,Right,71,Below,190,Below,0.215,3,26.49672684,Overweight
Mike Paxton,Right,71,Below,190,Below,0,0,26.49672684,Overweight
Tim Laudner,Right,75,Above,212,Above,0.225,77,26.49528889,Overweight
Reggie Jackson,Left,72,Below,195,Above,0.262,563,26.44386574,Overweight
Sal Bando,Right,72,Below,195,Above,0.254,242,26.44386574,Overweight
Al Oliver,Left,72,Below,195,Above,0.303,219,26.44386574,Overweight
Steve Kemp,Left,72,Below,195,Above,0.278,130,26.44386574,Overweight
Mike Jorgensen,Left,72,Below,195,Above,0.243,95,26.44386574,Overweight
Mike Hargrove,Left,72,Below,195,Above,0.29,80,26.44386574,Overweight
Joe Hague,Left,72,Below,195,Above,0.239,40,26.44386574,Overweight
Danny Walton,Right,72,Below,195,Above,0.223,28,26.44386574,Overweight
Chris Bando,Both,72,Below,195,Above,0.227,27,26.44386574,Overweight
Kevin Bell,Right,72,Below,195,Above,0.222,13,26.44386574,Overweight
Jeff Torborg,Right,72,Below,195,Above,0.214,8,26.44386574,Overweight
Jim Rooker,Right,72,Below,195,Above,0.201,7,26.44386574,Overweight
Steve Barber,Left,72,Below,195,Above,0.115,5,26.44386574,Overweight
Glenn Burke,Right,72,Below,195,Above,0.237,2,26.44386574,Overweight
Ralph Botting,Left,72,Below,195,Above,0,0,26.44386574,Overweight
Howard Bailey,Right,72,Below,195,Above,0,0,26.44386574,Overweight
Jeff Burroughs,Right,73,Below,200,Above,0.261,240,26.38393695,Overweight
Richie Zisk,Right,73,Below,200,Above,0.287,207,26.38393695,Overweight
Al Ferrara,Right,73,Below,200,Above,0.259,51,26.38393695,Overweight
Hal King,Left,73,Below,200,Above,0.214,24,26.38393695,Overweight
Rick Sweet,Both,73,Below,200,Above,0.234,6,26.38393695,Overweight
Andy Messersmith,Right,73,Below,200,Above,0.17,5,26.38393695,Overweight
Matt Williams,Right,73,Below,200,Above,0,0,26.38393695,Overweight
Dan Morogiello,Left,73,Below,200,Above,0,0,26.38393695,Overweight
Mitchell Page,Left,74,Above,205,Above,0.266,72,26.31756757,Overweight
Champ Summers,Left,74,Above,205,Above,0.255,54,26.31756757,Overweight
Wayne Nordhagen,Right,74,Above,205,Above,0.282,39,26.31756757,Overweight
Larry Biittner,Left,74,Above,205,Above,0.273,29,26.31756757,Overweight
Joe Charboneau,Right,74,Above,205,Above,0.266,29,26.31756757,Overweight
Mike Ryan,Right,74,Above,205,Above,0.193,28,26.31756757,Overweight
John Wathan,Right,74,Above,205,Above,0.262,21,26.31756757,Overweight
Steve Swisher,Right,74,Above,205,Above,0.216,20,26.31756757,Overweight
Jerry Koosman,Right,74,Above,205,Above,0.119,2,26.31756757,Overweight
Steve Senteney,Right,74,Above,205,Above,0,0,26.31756757,Overweight
Mike Willis,Left,74,Above,205,Above,0,0,26.31756757,Overweight
Jim Traber,Left,72,Below,194,Above,0.227,27,26.30825617,Overweight
Rick Reichardt,Right,75,Above,210,Above,0.261,116,26.24533333,Overweight
John Bateman,Right,75,Above,210,Above,0.23,81,26.24533333,Overweight
Tony Horton,Right,75,Above,210,Above,0.268,76,26.24533333,Overweight
Craig Kusick,Right,75,Above,210,Above,0.235,46,26.24533333,Overweight
Dave Engle,Right,75,Above,210,Above,0.262,31,26.24533333,Overweight
Jerry Moses,Right,75,Above,210,Above,0.251,25,26.24533333,Overweight
Bud Anderson,Right,75,Above,210,Above,0,0,26.24533333,Overweight
Jeff Jones,Right,75,Above,210,Above,0,0,26.24533333,Overweight
Johnny Oates,Left,71,Below,188,Below,0.25,14,26.21781393,Overweight
Bobby Cuellar,Right,71,Below,188,Below,0,0,26.21781393,Overweight
Darrell Porter,Left,72,Below,193,Above,0.247,188,26.1726466,Overweight
Manny Sanguillen,Right,72,Below,193,Above,0.296,65,26.1726466,Overweight
Cliff Johnson,Right,76,Above,215,Above,0.258,196,26.16776316,Overweight
Tom Paciorek,Right,76,Above,215,Above,0.282,86,26.16776316,Overweight
Dave Hostetler,Right,76,Above,215,Above,0.229,37,26.16776316,Overweight
Larry Dierker,Right,76,Above,215,Above,0.136,4,26.16776316,Overweight
Randy Nosek,Right,76,Above,215,Above,0,0,26.16776316,Overweight
Ron Brand,Right,67,Below,167,Below,0.239,3,26.15304077,Overweight
Joe Lahoud,Left,73,Below,198,Above,0.223,65,26.12009758,Overweight
Fran Healy,Right,77,Above,220,Above,0.25,20,26.08534323,Overweight
Kevin Mmahat,Left,77,Above,220,Above,0,0,26.08534323,Overweight
Curt Wardle,Left,77,Above,220,Above,0,0,26.08534323,Overweight
Mark Mercer,Left,77,Above,220,Above,0,0,26.08534323,Overweight
Dick Allen,Right,71,Below,187,Below,0.292,351,26.07835747,Overweight
Dan Driessen,Left,71,Below,187,Below,0.267,153,26.07835747,Overweight
Eric Soderholm,Right,71,Below,187,Below,0.264,102,26.07835747,Overweight
Jose Morales,Right,71,Below,187,Below,0.287,26,26.07835747,Overweight
Jim Price,Right,72,Below,192,Above,0.214,18,26.03703704,Overweight
Rick Henninger,Right,78,Above,225,Above,0,0,25.99852071,Overweight
Bob Ferris,Right,78,Above,225,Above,0,0,25.99852071,Overweight
Cardell Camper,Right,75,Above,208,Above,0,0,25.99537778,Overweight
Johnny Bench,Right,73,Below,197,Above,0.267,389,25.98817789,Overweight
Al Cowens,Right,73,Below,197,Above,0.27,108,25.98817789,Overweight
Willie Crawford,Left,73,Below,197,Above,0.268,86,25.98817789,Overweight
Terry Whitfield,Left,73,Below,197,Above,0.281,33,25.98817789,Overweight
Mick Kelleher,Right,69,Below,176,Below,0.213,0,25.98781769,Overweight
Ben Callahan,Right,79,Above,230,Above,0,0,25.9077071,Overweight
Al Bumbry,Left,68,Below,170,Below,0.281,54,25.84558824,Overweight
Roberto Pena,Right,68,Below,170,Below,0.245,13,25.84558824,Overweight
Rich Coggins,Left,68,Below,170,Below,0.265,12,25.84558824,Overweight
Sandy Valdespino,Left,68,Below,170,Below,0.23,7,25.84558824,Overweight
Floyd Robinson,Left,69,Below,175,Below,0.283,67,25.84015963,Overweight
Bill Sample,Right,69,Below,175,Below,0.272,46,25.84015963,Overweight
Denny Doyle,Left,69,Below,175,Below,0.25,16,25.84015963,Overweight
Lynn Jones,Right,69,Below,175,Below,0.252,7,25.84015963,Overweight
Ken Suarez,Right,69,Below,175,Below,0.227,5,25.84015963,Overweight
Aurelio Rodriguez,Right,70,Below,180,Below,0.237,124,25.8244898,Overweight
Dick Green,Right,70,Below,180,Below,0.24,80,25.8244898,Overweight
Steve Braun,Left,70,Below,180,Below,0.271,52,25.8244898,Overweight
Mickey Brantley,Right,70,Below,180,Below,0.259,32,25.8244898,Overweight
Jesse Gonder,Left,70,Below,180,Below,0.251,26,25.8244898,Overweight
Ted Ford,Right,70,Below,180,Below,0.219,17,25.8244898,Overweight
Broderick Perkins,Left,70,Below,180,Below,0.271,8,25.8244898,Overweight
Allan Ramirez,Right,70,Below,180,Below,0,0,25.8244898,Overweight
Onix Concepcion,Right,66,Below,160,Below,0.239,3,25.82185491,Overweight
Jim Ray Hart,Right,71,Below,185,Below,0.278,170,25.79944455,Overweight
Max Alvis,Right,71,Below,185,Below,0.247,111,25.79944455,Overweight
Bo Diaz,Right,71,Below,185,Below,0.255,87,25.79944455,Overweight
Ralph Garr,Left,71,Below,185,Below,0.306,75,25.79944455,Overweight
Jim Gosger,Left,71,Below,185,Below,0.226,30,25.79944455,Overweight
Jerry Buchek,Right,71,Below,185,Below,0.22,22,25.79944455,Overweight
Billy North,Both,71,Below,185,Below,0.261,20,25.79944455,Overweight
Rich McKinney,Right,71,Below,185,Below,0.225,20,25.79944455,Overweight
Gary Allenson,Right,71,Below,185,Below,0.221,19,25.79944455,Overweight
Rick Bosetti,Right,71,Below,185,Below,0.25,17,25.79944455,Overweight
Bob Brower,Right,71,Below,185,Below,0.242,17,25.79944455,Overweight
Ellie Rodriguez,Right,71,Below,185,Below,0.245,16,25.79944455,Overweight
Dave McNally,Right,71,Below,185,Below,0.133,9,25.79944455,Overweight
Junior Moore,Right,71,Below,185,Below,0.264,7,25.79944455,Overweight
Mike Squires,Left,71,Below,185,Below,0.26,6,25.79944455,Overweight
Frank Tepedino,Left,71,Below,185,Below,0.241,6,25.79944455,Overweight
Tom Makowski,Right,71,Below,185,Below,0,0,25.79944455,Overweight
Joe Pactwa,Left,71,Below,185,Below,0,0,25.79944455,Overweight
Gary Ignasiak,Right,71,Below,185,Below,0,0,25.79944455,Overweight
Chico Escarrega,Right,71,Below,185,Below,0,0,25.79944455,Overweight
Frank Eufemia,Right,71,Below,185,Below,0,0,25.79944455,Overweight
Ron Santo,Right,72,Below,190,Below,0.277,342,25.7658179,Overweight
Chet Lemon,Right,72,Below,190,Below,0.273,215,25.7658179,Overweight
Gene Tenace,Right,72,Below,190,Below,0.241,201,25.7658179,Overweight
Claudell Washington,Left,72,Below,190,Below,0.278,164,25.7658179,Overweight
Keith Moreland,Right,72,Below,190,Below,0.279,121,25.7658179,Overweight
Mike Easler,Left,72,Below,190,Below,0.293,118,25.7658179,Overweight
Steve Yeager,Right,72,Below,190,Below,0.228,102,25.7658179,Overweight
Jim Sundberg,Right,72,Below,190,Below,0.248,95,25.7658179,Overweight
John Wockenfuss,Right,72,Below,190,Below,0.262,86,25.7658179,Overweight
Milt May,Left,72,Below,190,Below,0.263,77,25.7658179,Overweight
Clay Dalrymple,Left,72,Below,190,Below,0.233,55,25.7658179,Overweight
Joe Azcue,Right,72,Below,190,Below,0.252,50,25.7658179,Overweight
R.J. Reynolds,Both,72,Below,190,Below,0.267,35,25.7658179,Overweight
Steve Brye,Right,72,Below,190,Below,0.258,30,25.7658179,Overweight
Bob Kearney,Right,72,Below,190,Below,0.233,27,25.7658179,Overweight
Ken Gerhart,Right,72,Below,190,Below,0.221,24,25.7658179,Overweight
Duane Josephson,Right,72,Below,190,Below,0.258,23,25.7658179,Overweight
Roger Freed,Right,72,Below,190,Below,0.245,22,25.7658179,Overweight
Ike Brown,Right,72,Below,190,Below,0.256,20,25.7658179,Overweight
Bobby Clark,Right,72,Below,190,Below,0.239,19,25.7658179,Overweight
Chris Cannizzaro,Right,72,Below,190,Below,0.235,18,25.7658179,Overweight
Bob Molinaro,Left,72,Below,190,Below,0.264,14,25.7658179,Overweight
Alan Knicely,Right,72,Below,190,Below,0.213,12,25.7658179,Overweight
Sal Butera,Right,72,Below,190,Below,0.227,8,25.7658179,Overweight
Hank Allen,Right,72,Below,190,Below,0.241,6,25.7658179,Overweight
Catfish Hunter,Right,72,Below,190,Below,0.226,6,25.7658179,Overweight
Bob Didier,Both,72,Below,190,Below,0.229,0,25.7658179,Overweight
Kevin Stanfield,Left,72,Below,190,Below,0,0,25.7658179,Overweight
Mel Stottlemyre,Right,72,Below,190,Below,0,0,25.7658179,Overweight
Bob Horner,Right,73,Below,195,Above,0.277,218,25.72433853,Overweight
Richie Hebner,Left,73,Below,195,Above,0.276,203,25.72433853,Overweight
Chris Chambliss,Left,73,Below,195,Above,0.279,185,25.72433853,Overweight
Bob Robertson,Right,73,Below,195,Above,0.242,115,25.72433853,Overweight
Jerry Martin,Right,73,Below,195,Above,0.251,85,25.72433853,Overweight
Ed Herrmann,Left,73,Below,195,Above,0.24,80,25.72433853,Overweight
Leroy Stanton,Right,73,Below,195,Above,0.244,77,25.72433853,Overweight
Dick Dietz,Right,73,Below,195,Above,0.261,66,25.72433853,Overweight
Ron Blomberg,Left,73,Below,195,Above,0.293,52,25.72433853,Overweight
Charlie James,Right,73,Below,195,Above,0.255,29,25.72433853,Overweight
John Boccabella,Right,73,Below,195,Above,0.219,26,25.72433853,Overweight
Bob Montgomery,Right,73,Below,195,Above,0.258,23,25.72433853,Overweight
Dave McKay,Both,73,Below,195,Above,0.229,21,25.72433853,Overweight
Dick Billings,Right,73,Below,195,Above,0.227,16,25.72433853,Overweight
Danny Goodwin,Left,73,Below,195,Above,0.236,13,25.72433853,Overweight
Tom Seaver,Right,73,Below,195,Above,0.154,12,25.72433853,Overweight
Rick Sofield,Left,73,Below,195,Above,0.243,9,25.72433853,Overweight
Russ Gibson,Right,73,Below,195,Above,0.228,8,25.72433853,Overweight
Tucker Ashford,Right,73,Below,195,Above,0.218,6,25.72433853,Overweight
Jerry Ujdur,Right,73,Below,195,Above,0,0,25.72433853,Overweight
Paul Mitchell,Right,73,Below,195,Above,0,0,25.72433853,Overweight
Chuck Hockenbery,Both,73,Below,195,Above,0,0,25.72433853,Overweight
Jim Farr,Right,73,Below,195,Above,0,0,25.72433853,Overweight
Steve Davis,Left,73,Below,195,Above,0,0,25.72433853,Overweight
Sandy Wihtol,Right,73,Below,195,Above,0,0,25.72433853,Overweight
Walt Bond,Left,79,Above,228,Above,0.256,41,25.68242269,Overweight
Darrell Evans,Left,74,Above,200,Above,0.248,414,25.67567568,Overweight
Jim Rice,Right,74,Above,200,Above,0.298,382,25.67567568,Overweight
George Scott,Right,74,Above,200,Above,0.268,271,25.67567568,Overweight
Deron Johnson,Right,74,Above,200,Above,0.244,245,25.67567568,Overweight
Joe Rudi,Right,74,Above,200,Above,0.264,179,25.67567568,Overweight
Bill Melton,Right,74,Above,200,Above,0.253,160,25.67567568,Overweight
Jeffrey Leonard,Right,74,Above,200,Above,0.266,144,25.67567568,Overweight
Joe Ferguson,Right,74,Above,200,Above,0.24,122,25.67567568,Overweight
Bill Schroeder,Right,74,Above,200,Above,0.24,61,25.67567568,Overweight
Mickey Hatcher,Right,74,Above,200,Above,0.28,38,25.67567568,Overweight
Mike Anderson,Right,74,Above,200,Above,0.246,28,25.67567568,Overweight
Pete LaCock,Left,74,Above,200,Above,0.257,27,25.67567568,Overweight
Bill Nahorodny,Right,74,Above,200,Above,0.241,25,25.67567568,Overweight
Hal Breeden,Right,74,Above,200,Above,0.243,21,25.67567568,Overweight
Dick Nen,Left,74,Above,200,Above,0.224,21,25.67567568,Overweight
Carl Taylor,Right,74,Above,200,Above,0.266,10,25.67567568,Overweight
Dave Skaggs,Right,74,Above,200,Above,0.241,3,25.67567568,Overweight
Steve Burke,Both,74,Above,200,Above,0,0,25.67567568,Overweight
Steve Cummings,Both,74,Above,200,Above,0,0,25.67567568,Overweight
Paul Boris,Right,74,Above,200,Above,0,0,25.67567568,Overweight
John Leister,Right,74,Above,200,Above,0,0,25.67567568,Overweight
Vida Blue,Both,72,Below,189,Below,0.104,4,25.63020833,Overweight
Don Mincher,Left,75,Above,205,Above,0.249,200,25.62044444,Overweight
Gary Roenicke,Right,75,Above,205,Above,0.247,121,25.62044444,Overweight
Ed Kranepool,Left,75,Above,205,Above,0.261,118,25.62044444,Overweight
Greg Walker,Left,75,Above,205,Above,0.26,113,25.62044444,Overweight
Bob Oliver,Right,75,Above,205,Above,0.256,94,25.62044444,Overweight
Mike Ivie,Right,75,Above,205,Above,0.269,81,25.62044444,Overweight
Andy Kosco,Right,75,Above,205,Above,0.236,73,25.62044444,Overweight
Barry Foote,Right,75,Above,205,Above,0.23,57,25.62044444,Overweight
Marc Hill,Right,75,Above,205,Above,0.223,34,25.62044444,Overweight
Bruce Bochy,Right,75,Above,205,Above,0.239,26,25.62044444,Overweight
Jerry Narron,Left,75,Above,205,Above,0.211,21,25.62044444,Overweight
Jim Barr,Right,75,Above,205,Above,0.162,1,25.62044444,Overweight
John Trautwein,Right,75,Above,205,Above,0,0,25.62044444,Overweight
Andy Beene,Right,75,Above,205,Above,0,0,25.62044444,Overweight
Gary Wheelock,Right,75,Above,205,Above,0,0,25.62044444,Overweight
Frank Dimichele,Right,75,Above,205,Above,0,0,25.62044444,Overweight
Don Kainer,Right,75,Above,205,Above,0,0,25.62044444,Overweight
Larry Pashnick,Right,75,Above,205,Above,0,0,25.62044444,Overweight
Ken Singleton,Both,76,Above,210,Above,0.282,246,25.55921053,Overweight
Dave Revering,Left,76,Above,210,Above,0.265,62,25.55921053,Overweight
Len Gabrielson,Left,76,Above,210,Above,0.253,37,25.55921053,Overweight
Glenn Borgmann,Right,76,Above,210,Above,0.229,16,25.55921053,Overweight
Steve Carlton,Left,76,Above,210,Above,0.201,13,25.55921053,Overweight
Mike Loynd,Right,76,Above,210,Above,0,0,25.55921053,Overweight
Bill Moran,Right,76,Above,210,Above,0,0,25.55921053,Overweight
Bob Kammeyer,Right,76,Above,210,Above,0,0,25.55921053,Overweight
Mike Parrott,Right,76,Above,210,Above,0,0,25.55921053,Overweight
Al Jones,Right,76,Above,210,Above,0,0,25.55921053,Overweight
Luis Aguayo,Right,69,Below,173,Below,0.236,37,25.54484352,Overweight
Angel Mangual,Right,70,Below,178,Below,0.245,22,25.53755102,Overweight
Larry Cox,Right,70,Below,178,Below,0.221,12,25.53755102,Overweight
Bill Sharp,Left,70,Below,178,Below,0.255,9,25.53755102,Overweight
Luis Encarnacion,Right,70,Below,178,Below,0,0,25.53755102,Overweight
Bob Coluccio,Right,71,Below,183,Below,0.22,26,25.52053164,Overweight
Rick Renick,Right,72,Below,188,Below,0.221,20,25.49459877,Overweight
Britt Burns,Left,77,Above,215,Above,0,0,25.49249452,Overweight
Butch Hobson,Right,73,Below,193,Above,0.248,98,25.46049916,Overweight
Tom Nieto,Right,73,Below,193,Above,0.205,5,25.46049916,Overweight
Les Straker,Right,73,Below,193,Above,0,0,25.46049916,Overweight
Donn Clendenon,Right,76,Above,209,Above,0.274,159,25.4375,Overweight
Bump Wills,Both,69,Below,172,Below,0.266,36,25.39718547,Overweight
Tony Mack,Right,70,Below,177,Below,0,0,25.39408163,Overweight
Larvell Blanks,Right,68,Below,167,Below,0.253,20,25.38948962,Overweight
Tony Armas,Right,71,Below,182,Below,0.252,251,25.38107518,Overweight
Greg Thayer,Right,71,Below,182,Below,0,0,25.38107518,Overweight
Bill Freehan,Right,75,Above,203,Above,0.262,200,25.37048889,Overweight
Butch Edge,Right,75,Above,203,Above,0,0,25.37048889,Overweight
Duffy Dyer,Right,72,Below,187,Below,0.221,30,25.3589892,Overweight
Gary Gray,Right,72,Below,187,Below,0.24,24,25.3589892,Overweight
Rick Joseph,Right,73,Below,192,Above,0.243,13,25.32857947,Overweight
Duke Sims,Left,74,Above,197,Above,0.239,100,25.29054054,Overweight
Gary Nolan,Right,74,Above,197,Above,0.138,1,25.29054054,Overweight
Ron Hunt,Right,72,Below,186,Below,0.273,39,25.22337963,Overweight
Jim Nettles,Left,72,Below,186,Below,0.22,16,25.22337963,Overweight
Bob Chance,Left,74,Above,196,Above,0.261,24,25.16216216,Overweight
Phil Garner,Right,70,Below,175,Below,0.26,109,25.10714286,Overweight
Bob Johnson,Right,70,Below,175,Below,0.272,44,25.10714286,Overweight
Pedro Garcia,Right,70,Below,175,Below,0.22,37,25.10714286,Overweight
Rusty Torres,Both,70,Below,175,Below,0.212,35,25.10714286,Overweight
Al Luplow,Left,70,Below,175,Below,0.235,33,25.10714286,Overweight
Mike Hershberger,Right,70,Below,175,Below,0.252,26,25.10714286,Overweight
Biff Pocoroba,Both,70,Below,175,Below,0.257,21,25.10714286,Overweight
Wayne Comer,Right,70,Below,175,Below,0.229,16,25.10714286,Overweight
Dave Chalk,Right,70,Below,175,Below,0.252,15,25.10714286,Overweight
Bubba Morton,Right,70,Below,175,Below,0.267,14,25.10714286,Overweight
Tom Poquette,Left,70,Below,175,Below,0.268,10,25.10714286,Overweight
Jim Norris,Left,70,Below,175,Below,0.264,7,25.10714286,Overweight
Ron Clark,Right,70,Below,175,Below,0.189,5,25.10714286,Overweight
Barry Raziano,Both,70,Below,175,Below,0,0,25.10714286,Overweight
Hal McRae,Right,71,Below,180,Below,0.29,191,25.10216227,Overweight
Bill Madlock,Right,71,Below,180,Below,0.305,163,25.10216227,Overweight
Dan Meyer,Left,71,Below,180,Below,0.253,86,25.10216227,Overweight
George Wright,Both,71,Below,180,Below,0.245,42,25.10216227,Overweight
Ed Spiezio,Right,71,Below,180,Below,0.238,39,25.10216227,Overweight
Charlie Moore,Right,71,Below,180,Below,0.261,36,25.10216227,Overweight
Bob Stinson,Both,71,Below,180,Below,0.25,33,25.10216227,Overweight
Tom Hutton,Left,71,Below,180,Below,0.248,22,25.10216227,Overweight
Elliott Maddox,Right,71,Below,180,Below,0.261,18,25.10216227,Overweight
Joe Wallis,Both,71,Below,180,Below,0.244,16,25.10216227,Overweight
Ed Stroud,Left,71,Below,180,Below,0.237,14,25.10216227,Overweight
Kiko Garcia,Right,71,Below,180,Below,0.239,12,25.10216227,Overweight
John Stephenson,Left,71,Below,180,Below,0.216,12,25.10216227,Overweight
Bobby Cox,Right,71,Below,180,Below,0.225,9,25.10216227,Overweight
Steve Jeltz,Both,71,Below,180,Below,0.21,5,25.10216227,Overweight
Ray Sadecki,Left,71,Below,180,Below,0.191,5,25.10216227,Overweight
Leon Hooten,Right,71,Below,180,Below,0,0,25.10216227,Overweight
Jose Cecena,Right,71,Below,180,Below,0,0,25.10216227,Overweight
Carlos Velazquez,Right,71,Below,180,Below,0,0,25.10216227,Overweight
Glen Cook,Right,71,Below,180,Below,0,0,25.10216227,Overweight
De Wayne Vaughn,Right,71,Below,180,Below,0,0,25.10216227,Overweight
Davey Lopes,Right,69,Below,170,Below,0.263,155,25.10186936,Overweight
